district,subdistrict,community,rooms,halls,area_sqm,total_price_wan,unit_price,metro_distance_m,标题,关键词,est_transaction_price_wan,est_unit_price
罗湖,布心,比华利山庄,3.0,2.0,90.0,268,29777,437.0,新上房源，比华利山庄，精装三房，户型方正，采光通透，急卖,"近地铁
新上
南北通
民水民电",241.2,26799
罗湖,布心,悦峰华府,1.0,,41.0,200,48780,712.0,附近就是公园，非常适合老人孩子去散步,"近地铁
新上
东南
民水民电",180.0,43902
盐田,沙头角,城建局宿舍,4.0,2.0,104.1,230,22094,958.0,城建宿舍 近地铁口,"近地铁
新上
南
民水民电",207.0,19885
罗湖,布心,观山盛苑,3.0,2.0,133.65,600,44893,944.0,小区人车分流，停车位充足,"近地铁
新上
东北
民水民电",540.0,40404
宝安,碧海,瑞翔居,3.0,2.0,89.0,600,67415,637.0,瑞翔居正规3房2厅，南北通，精装修，1号线固戍地铁,"近地铁
南
民水民电
电梯房",540.0,60674
南山,后海,漾日湾畔,2.0,2.0,78.29,1000,127730,347.0,漾日湾畔，深圳地铁2号线、11号线后海站，深圳人才公园、深圳,"近地铁
新上
北
民水民电",900.0,114957
南山,蛇口,海上世界双玺花园三期,4.0,2.0,287.05,4980,173488,564.0,287平，一线海景，高层看海，豪装，随时看，可以谈，漂亮,"近地铁
南北通
民水民电
电梯房",4482.0,156139
南山,后海,恒裕深圳湾,2.0,2.0,161.97,2200,135827,,恒裕深圳湾业主诚心出售看房方便价格惊喜,"东
民水民电
电梯房
有钥匙",1980.0,122244
南山,科技园南区,恒立听海花园,4.0,2.0,108.08,1500,138786,326.0,听海全新装修3加1房满五税少诚卖价可谈,"近地铁
新上
南
民水民电",1350.0,124907
罗湖,莲塘,华景园,5.0,2.0,272.0,2500,91911,89.0,华景园别墅，地铁口附近，独栋别墅，红本满五年,"近地铁
新上
南
民水民电",2250.0,82720
南山,华侨城,侨城豪苑,3.0,2.0,90.73,520,57312,315.0,南山华侨城，世界之窗3室，仅5万单价，低价有惊喜,"近地铁
新上
南
民水民电",468.0,51581
罗湖,翠竹,虹楼,1.0,1.0,43.45,140,32220,173.0,虹楼业主诚心卖，价格可以谈,"近地铁
民水民电
电梯房
拎包入住",126.0,28998
南山,蛇口,半岛城邦花园三期,4.0,2.0,140.0,2700,192857,794.0,半岛城邦花园三期 4房 南北通透 看海景 保养好,"近地铁
新上
西南
民水民电",2430.0,173571
南山,科技园,大冲都市花园,2.0,2.0,81.0,660,81481,410.0,南山大冲城市花园精装两房出售看房方便,"近地铁
新上
南
民水民电",594.0,73333
罗湖,洪湖,美景大厦,2.0,2.0,88.98,350,39334,77.0,美景大厦业主诚心出售,"近地铁
新上
北
民水民电",315.0,35401
罗湖,水库,宁水花园,2.0,2.0,81.0,280,34567,871.0,2.0.0.送天台花园，宁水花园深圳二实··验,"近地铁
南
民水民电
有钥匙",252.0,31110
福田,红树湾,瑧湾汇,3.0,2.0,87.77,1400,159507,26.0,业主诚意卖，价格好谈，高楼层看海景，楼下地铁出入方便,"近地铁
南
民水民电
电梯房",1260.0,143556
福田,红树湾,瑧湾汇,3.0,2.0,88.0,1500,170454,26.0,豪华装修，业主诚意卖，价格好谈，看房方便，看海景配套成熟,"近地铁
南
民水民电
电梯房",1350.0,153409
南山,南山中心区,海印长城小区一期,3.0,2.0,112.46,1088,96745,351.0,户型方正，通风采光好,"近地铁
新上
南
民水民电",979.2,87070
南山,华侨城,美景广场,2.0,1.0,48.0,298,62083,864.0,小户型出售,"近地铁
南
民水民电
电梯房",268.2,55875
盐田,梅沙,万科东海岸二期(林山居),4.0,2.0,203.7,750,36818,,单边位别墅，看房方便，急售,"新上
南
民水民电
有钥匙",675.0,33136
宝安,宝安中心区,西岸观邸,4.0,2.0,141.27,1600,113258,326.0,业主急售 西岸观邸位于宝中核芯地段 碧海湾站 精装修拎包入住,"近地铁
南
民水民电
电梯房",1440.0,101932
南山,蛇口,海上世界双玺花园三期,5.0,3.0,397.0,8800,221662,564.0,398平，一线海景，豪华装修，随时看，可以谈，降价急卖,"近地铁
新上
西南
民水民电",7920.0,199496
盐田,梅沙,星都梅沙天邸,3.0,2.0,77.81,240,30844,,星都·梅沙天邸80平米3房诚意出售楼层好价格可谈,"东
民水民电
电梯房
带家电",216.0,27760
坪山,坪山中心区,深城投中心公馆（深城投·中心公馆）,1.0,1.0,25.0,70,28000,649.0,交通便捷，地铁口物业，小区环境好，价格便宜,"近地铁
民水民电
电梯房
拎包入住",63.0,25200
南山,蛇口,南海玫瑰园（一期）,7.0,2.0,270.0,3500,129629,446.0,太子湾，15公里滨海，经典复试，稀有带花园、,"近地铁
新上
南
民水民电",3150.0,116666
南山,蛇口,半岛城邦花园四期,2.0,2.0,117.0,1550,132478,674.0,半岛城邦花园四期 2房 朝南 看海景 装修好,"近地铁
新上
南
民水民电",1395.0,119230
罗湖,翠竹,益田御龙天地华府二期,3.0,2.0,115.0,840,73043,,2021年次新房诚心出售价格可议，,"新上
东北
民水民电
电梯房",756.0,65739
罗湖,翠竹,益田御龙天地华府一期,3.0,2.0,115.0,950,82608,,花园小区，格局方正，12万平米商业综合体，业主诚心出售,"东西通
民水民电
电梯房
有钥匙",855.0,74347
罗湖,布心,华秀花园,2.0,2.0,77.15,280,36292,235.0,华秀花园，公园环绕，近地铁口，南北通户型，业主诚心出售,"近地铁
新上
南北通
民水民电",252.0,32663
龙岗,龙岗中心城,风临四季,2.0,1.0,72.0,125,17361,619.0,风临四季地铁口精装修价格好谈看房方便,"近地铁
南
民水民电
精装修",112.5,15625
福田,香蜜湖,深业中城,4.0,2.0,185.22,3800,205161,557.0,深业中城，次新房，南北通四房，看香蜜公园，急卖,"近地铁
南北通
民水民电
电梯房",3420.0,184645
罗湖,水库,湖滨新村,2.0,2.0,54.0,280,51851,458.0,湖滨新村带花园，近地铁，临二实，红本满五，看房方便,"近地铁
东南
民水民电
有钥匙",252.0,46666
罗湖,翠竹,柏丽花园,2.0,2.0,74.65,470,62960,629.0,柏丽花园75平米小三房东南朝向通风采光深中书包房,"近地铁
新上
东南
民水民电",423.0,56664
南山,深圳湾,恒裕滨城花园（二期）,4.0,2.0,202.0,8500,420792,166.0,本人深耕恒裕10年，带150平花园，电梯入户，看房方便,"近地铁
新上
东南
民水民电",7650.0,378713
南山,深圳湾,恒裕滨城花园（二期）,3.0,2.0,83.79,1850,220790,166.0,高楼层，大三房，看海景，看山景，住家装修,"近地铁
新上
西南
民水民电",1665.0,198711
罗湖,布心,长富花园,3.0,2.0,116.0,400,34482,458.0,罗湖布心 翠园东晓书包 业主有心卖 欢迎看房,"近地铁
新上
南
民水民电",360.0,31034
罗湖,莲塘,聚福花园（二期）,2.0,2.0,70.35,258,36673,361.0,莲塘口岸附近房带大平台,"近地铁
新上
南
民水民电",232.2,33006
罗湖,人民南,万科深南广场,2.0,1.0,62.16,380,61132,310.0,小区新 精装可拎包入住 急卖价好谈,"近地铁
西南
民水民电
电梯房",342.0,55019
南山,前海,泛海城市广场（三期）,1.0,1.0,39.51,190,48089,415.0,泛海城市广场地铁口产权清晰精装修南向,"近地铁
新上
西
民水民电",171.0,43280
罗湖,莲塘,祥和花园（一期）,3.0,2.0,97.0,409,42164,346.0,看花园，安静，精装自住房，有钥匙随时方便看，可做商业,"近地铁
北
民水民电
拎包入住",368.1,37948
罗湖,莲塘,港莲一村,3.0,2.0,86.0,288,33488,831.0,临近香港的楼梯房，安静，近口岸，大社区,"近地铁
南北通
民水民电
有钥匙",259.2,30139
罗湖,莲塘,景福花园,3.0,2.0,106.0,615,58018,,钥匙房地铁口楼上电梯高层三房,"北
民水民电
电梯房
有钥匙",553.5,52216
罗湖,莲塘,景福花园,3.0,2.0,100.0,560,56000,,钥匙房高楼层南向三房价格可议,"西南
民水民电
电梯房
有钥匙",504.0,50400
罗湖,莲塘,景福花园,3.0,2.0,106.0,580,54716,,新上急售地铁口次新房空中花园配套齐全车位充足,"南
民水民电
电梯房
有钥匙",522.0,49244
罗湖,莲塘,景福花园,3.0,2.0,106.91,600,56121,,新出业主急售地铁口次新房高层南向大三房停车方便,"新上
南
民水民电
电梯房",540.0,50509
罗湖,莲塘,景福花园,3.0,2.0,90.7,530,58434,,诚心出售业主急卖地铁口次新房高层南向三房钥匙在手,"东
民水民电
电梯房
有钥匙",477.0,52591
罗湖,莲塘,景福花园,2.0,1.0,57.72,300,51975,,莲塘地铁口次新房高层大两居户型方正实用,"新上
西南
民水民电
电梯房",270.0,46778
罗湖,莲塘,景福花园,2.0,2.0,57.73,320,55430,,地铁口次新房生活便捷近莲塘口岸高层大两房,"南
民水民电
电梯房
有钥匙",288.0,49887
宝安,新安,财富港大厦,1.0,1.0,62.0,295,47580,402.0,财富港地铁口物业小两房,"近地铁
西北
民水民电
电梯房",265.5,42822
福田,石厦,碧馨苑,3.0,2.0,90.19,660,73178,88.0,石厦双地铁出行业主诚心急售看房方便,"近地铁
新上
北
民水民电",594.0,65860
福田,香蜜湖,金地网球花园,3.0,2.0,136.76,1050,76776,558.0,香蜜湖，香蜜公园对面，景观漂亮，三房两卫1050万,"近地铁
南
民水民电
电梯房",945.0,69098
盐田,盐田港,和亨中心广场,1.0,,29.0,70,24137,746.0,地铁口户型方正实用诚心卖,"近地铁
新上
民水民电
电梯房",63.0,21723
罗湖,水库,碧中园,2.0,2.0,79.0,350,44303,662.0,第二实燕忠雪 南北通两房 业主带车位 价格可谈 小区环境好,"近地铁
新上
南
民水民电",315.0,39873
罗湖,莲塘,东海富汇豪庭,4.0,2.0,172.78,850,49195,,东海次新房，端头大户，单价四字头，全新毛坯即买即交付,"南北通
民水民电
精装修
有钥匙",765.0,44276
罗湖,莲塘,天越翔园,3.0,2.0,49.8,320,64257,468.0,莲塘口岸物业近地铁高赠送高性价比收租自住皆宜,"近地铁
新上
北
民水民电",288.0,57831
光明,光明中心区,勤诚达正大城花园（一期）,3.0,2.0,101.03,400,39592,,正大城大3房；税费少；大社区；高楼层；业主出售价低于购买价,"新上
南
民水民电
精装修",360.0,35633
宝安,新安,海语西湾花园,4.0,2.0,111.44,880,78966,,社区自带游泳池，幼儿园，两层地下停车场，车位充足，距离宝体地,"南北通
民水民电
电梯房
精装修",792.0,71069
福田,上下沙,红树华府,3.0,2.0,83.0,900,108433,482.0,红树华府，高层，大两房，南向，景观视野好，看房方便,"近地铁
新上
南
民水民电",810.0,97590
南山,深圳湾,太古城花园（南区）,2.0,1.0,62.0,736,118709,163.0,太古城精装修2房高层景观视野无遮档,"近地铁
新上
北
民水民电",662.4,106838
宝安,碧海,城市峰尚,3.0,2.0,74.47,500,67141,605.0,城市峰尚精装修三房业主诚意出售,"近地铁
南
民水民电
电梯房",450.0,60427
罗湖,翠竹,益田御龙天地华府二期,3.0,2.0,109.0,740,67889,,业主多套房源，小区环境优美，配套齐全，租金高，采光通透,"新上
东南
民水民电
电梯房",666.0,61100
宝安,沙井,万科翡逸郡（二期）,3.0,2.0,88.07,315,35767,986.0,急售好房 万科一期88平豪装3房横厅高使用率 保养好配套成熟,"近地铁
新上
东南
民水民电",283.5,32190
盐田,沙头角,合景同创广场,3.0,2.0,108.39,180,16606,,沙头角合景同创海景三房，地铁口物业，看房方便，业主配合,"西南
民水民电
电梯房
有钥匙",162.0,14945
罗湖,莲塘,桐景花园,3.0,2.0,106.23,350,32947,534.0,景观无遮挡，看梧桐山景观，小区人车分离，自然绿化,"近地铁
新上
北
民水民电",315.0,29652
罗湖,洪湖,旺业豪苑,2.0,1.0,49.21,170,34545,498.0,附近双地铁口，四通八达，交通便利，出行方便,"近地铁
新上
西北
民水民电",153.0,31090
盐田,沙头角,海天一色,6.0,2.0,184.0,570,30978,341.0,全海景 顶层复式 南北通 赠送大露台,"近地铁
新上
南北通
民水民电",513.0,27880
南山,蛇口,城市山林二期,3.0,2.0,131.43,1198,91151,246.0,急卖城市山林二期大三房双阳台看花园红本在手随时看房,"近地铁
东南
民水民电
电梯房",1078.2,82036
南山,蛇口,城市山林二期,4.0,2.0,132.0,1300,98484,246.0,城市山林二期实用小四房，南北通透格局，花园中间位置按揭,"近地铁
新上
南
民水民电",1170.0,88636
罗湖,东门,华润未来城,2.0,1.0,78.0,490,62820,,近公园天然氧吧，绿化好，空气清新,"新上
南
民水民电
电梯房",441.0,56538
福田,上下沙,金地海景花园E区,3.0,2.0,135.58,1080,79657,483.0,金地海景翠堤湾，高层海景，南北通透，业主诚心出售,"近地铁
新上
民水民电
电梯房",972.0,71691
南山,深圳湾,恒裕滨城花园（一期）,3.0,2.0,110.22,2150,195064,192.0,深圳湾阔绰大三房,"近地铁
新上
东南
民水民电",1935.0,175558
光明,公明中心区,光明峰荟,4.0,2.0,89.0,330,37078,,业主诚心出售，户型方正，房屋保养的好,"新上
南北通
民水民电
精装修",297.0,33370
光明,光明中心区,乐府花园,3.0,2.0,120.22,460,38263,,乐府花园厅出阳台户型方正诚心出售,"新上
南
民水民电
电梯房",414.0,34437
宝安,西乡,阳基九方广场,3.0,2.0,45.0,110,24444,,户型方正实用业主诚心出售看房联系我,"新上
南
民水民电
电梯房",99.0,22000
罗湖,布心,观山盛苑,3.0,2.0,91.35,450,49261,944.0,观山盛苑，业主急卖，随时可以看房，价格可谈。,"近地铁
新上
东北
民水民电",405.0,44335
南山,蛇口,半山海景.兰溪谷一期,4.0,2.0,147.55,1950,132158,633.0,半山海景兰溪谷精装4房我刚卖了一套小区的房子欢迎咨询,"近地铁
新上
南
民水民电",1755.0,118942
南山,蛇口,半山海景.兰溪谷一期,4.0,2.0,147.41,1700,115324,633.0,半山海景兰溪谷非常熟这里的房源欢迎私聊,"近地铁
新上
南
民水民电",1530.0,103792
罗湖,洪湖,旺业豪苑,1.0,1.0,49.0,268,54693,498.0,户型方正实，业主诚心出售,"近地铁
新上
西南
民水民电",241.2,49224
南山,后海,漾日湾畔,4.0,2.0,141.37,1300,91957,347.0,南二外本部东南向视野开阔急售,"近地铁
新上
东
民水民电",1170.0,82761
龙岗,龙岗中心城,中信龙盛广场(商办),1.0,1.0,35.89,75,20897,100.0,中信龙盛广场于2014年交房，绿化率30带空中花园、游乐场,"近地铁
北
民水民电
电梯房",67.5,18807
罗湖,东门,华润未来城,3.0,2.0,104.0,600,57692,,华润未来城，业主急卖，配套齐全，租金高，可谈价，采光好,"新上
南
民水民电
电梯房",540.0,51923
龙华,深圳北站,龙悦居四期,2.0,2.0,63.1,270,42789,613.0,龙悦居，业主诚心出售，看房子方便,"近地铁
新上
南
民水民电",243.0,38510
罗湖,布心,东晓花园,3.0,2.0,88.72,340,38322,231.0,东晓花园三房出售地铁口物业,"近地铁
新上
南
民水民电",306.0,34490
福田,宝安南,西湖小区,3.0,2.0,87.8,350,39863,590.0,西湖小区，南北通透，三房带大阳台，价格好商量，随时约看房,"近地铁
新上
南北通
民水民电",315.0,35877
罗湖,黄贝岭,深纺黄贝岭家属楼,2.0,1.0,75.06,310,41300,312.0,近黄贝岭地铁口 沃尔玛 生活配套齐全 价格可以谈,"近地铁
南
民水民电
精装修",279.0,37170
龙岗,大运,京基御景中央花园(一期),3.0,2.0,86.0,420,48837,,看花园三房视野好楼层佳看房方便,"新上
南
民水民电
电梯房",378.0,43953
宝安,宝安中心区,金成时代家园,3.0,2.0,110.98,708,63795,289.0,金成时代家园大三房近地铁口,"近地铁
西南
民水民电
电梯房",637.2,57416
盐田,梅沙,万科东海岸一期（美湖居）,3.0,2.0,112.0,398,35535,,万科东海岸美湖居，看海景户型她来啦，红本满五年，高楼层,"新上
东
民水民电
电梯房",358.2,31982
罗湖,东门,华润未来城,4.0,2.0,128.02,900,70301,,华润未来城，新房出售，车位充足，价格可以谈。,"南
民水民电
电梯房
精装修",810.0,63271
罗湖,布心,布心工业住宅,1.0,1.0,42.75,235,54970,238.0,近地铁，住家安静，业主降价20万，配套齐全，随时看房,"近地铁
新上
南
民水民电",211.5,49473
盐田,盐田港,金山碧海,5.0,2.0,171.0,498,29122,,纯复式小区，高实用户型,"东
民水民电
电梯房
有钥匙",448.2,26210
盐田,盐田港,臻湾云庭,2.0,2.0,70.14,160,22811,,次新小区，近地铁，生活配套齐全,"新上
东
民水民电
电梯房",144.0,20530
盐田,盐田港,御景台,4.0,2.0,88.0,350,39772,607.0,（品质次新房）近地铁口8号线，有赠送，高使用率精装四房,"近地铁
新上
西南
民水民电",315.0,35795
盐田,盐田港,泊郡雅苑,4.0,2.0,88.7,360,40586,,泊郡雅苑，精装3房，看房方便，3房2厅,"新上
南
民水民电
电梯房",324.0,36527
盐田,沙头角,建工大厦,1.0,,27.4,120,43795,,建工大厦，小面积单位，居住可以，看房电话,"南
民水民电
带家私",108.0,39416
盐田,沙头角,鹏湾一村,3.0,2.0,93.97,276,29371,404.0,大花园社区，稀有顶楼复式，毗邻壹海城商圈，近地铁口,"近地铁
新上
西北
民水民电",248.4,26434
盐田,沙头角,五十小区,1.0,1.0,33.0,126,38181,773.0,小高层小区，居住居家，轻松上车,"近地铁
新上
南
民水民电",113.4,34363
盐田,沙头角,关前楼,3.0,1.0,76.62,280,36543,913.0,非常近购物天堂，老旧楼梯房，诚意出售，价格可谈,"近地铁
东
民水民电
有钥匙",252.0,32889
盐田,沙头角,福苑,1.0,1.0,36.74,110,29940,209.0,小区旁边田心,"近地铁
新上
南
民水民电",99.0,26946
盐田,沙头角,梅花楼,3.0,2.0,83.13,400,48117,141.0,沙头角梅花楼好房子,"近地铁
南
民水民电
押一付一",360.0,43305
盐田,沙头角,瑞林苑,4.0,2.0,87.06,240,27567,455.0,区政府旁老房子很便宜位置好,"满二年
近地铁
南
民水民电",216.0,24810
盐田,沙头角,鹏瑞北区尚府,1.0,1.0,37.18,100,26896,,次新小区停车位充足业主急卖,"新上
东南
民水民电
电梯房",90.0,24206
盐田,沙头角,鹏瑞北区尚府,1.0,1.0,46.0,100,21739,,次新小区停车位充足近地铁,"新上
南
民水民电
电梯房",90.0,19565
罗湖,黄贝岭,文华花园,3.0,2.0,118.0,450,38135,212.0,近期入手看这套，业主有心卖，配套齐全，租金高，采光通透,"近地铁
西南
民水民电
电梯房",405.0,34322
福田,福田中心区,星河国际,3.0,2.0,123.68,1260,101875,337.0,《星河国际花园》高品质花园小区，经典三房，正南向，满五年红本,"近地铁
东南
民水民电
电梯房",1134.0,91688
南山,蛇口,海上世界双玺花园二期,5.0,2.0,335.0,7800,232835,830.0,A座01户型，非常诚意出售，335平，一线海景，无遮挡，豪装,"近地铁
新上
东南
民水民电",7020.0,209552
南山,蛇口,海上世界双玺花园三期,4.0,2.0,205.0,3600,175609,564.0,高层看海，诚心卖税少，看房方便,"近地铁
新上
东北
民水民电",3240.0,158048
南山,蛇口,海上世界双玺花园二期,4.0,2.0,328.0,5000,152439,830.0,高层看海，户型大气，保养维护很好,"近地铁
新上
南
民水民电",4500.0,137195
宝安,西乡,兴达华府,1.0,1.0,40.0,170,42500,563.0,兴达华府位于107国道与航城大道交汇处紧邻桃源居高楼层视野好,"近地铁
东
民水民电
电梯房",153.0,38250
龙岗,龙岗中心城,尚景花园,3.0,2.0,101.0,368,36435,427.0,清林龙城书包，房子户型好，通风彩光好,"近地铁
新上
南
民水民电",331.2,32792
福田,香蜜湖,温馨家园,4.0,2.0,127.85,1250,97770,456.0,万科温馨家园，小高层南北通四房，户型实用，急卖，价格可谈即看,"近地铁
新上
东南
民水民电",1125.0,87993
南山,西丽,深铁懿府,3.0,2.0,100.0,1130,113000,,南北通透，全新毛坯，业主诚心出售,"东
民水民电
电梯房
有钥匙",1017.0,101700
南山,后海,滨海之窗花园,4.0,2.0,140.65,1498,106505,599.0,新上海岸城旁滨海之窗正南向3房，红本在手满五唯一，出门4地铁,"近地铁
新上
南
民水民电",1348.2,95854
龙岗,布吉,合正丹郡(丹郡花园),4.0,2.0,135.27,380,28091,844.0,地铁口物业端头位大四房,"近地铁
南
民水民电
精装修",342.0,25282
福田,福田中心区,星河国际,4.0,2.0,161.31,1750,108486,337.0,南北通透3+1房、看花园泳池安静、有钥匙随时看房,"近地铁
新上
西南
民水民电",1575.0,97637
宝安,宝安中心区,天健时尚空间名苑,2.0,1.0,47.43,550,115960,400.0,前海摩天轮附近配套设施齐全 2房精装诚心出售,"近地铁
西南
民水民电
电梯房",495.0,104364
宝安,西乡,兴达华府,2.0,1.0,41.9,210,50119,563.0,航城片区刚需三房，诚心卖，看房方便,"近地铁
新上
南
民水民电",189.0,45107
罗湖,翠竹,益田御龙天地华府一期,3.0,2.0,112.0,720,64285,,出证啦！诚心出售，格局方正，12万平米商业综合体,"新上
西北
民水民电
电梯房",648.0,57856
龙岗,葵涌,金海滩旅游度假村,3.0,2.0,100.54,140,13924,,金海滩大三房，户户朝南,"南
民水民电
有钥匙",126.0,12532
南山,后海,滨海之窗花园,3.0,2.0,105.0,1395,132857,599.0,滨海之窗3房朝东南，红本满五不V一，近地铁，诚心卖！,"近地铁
新上
南
民水民电",1255.5,119571
罗湖,洪湖,旺业豪苑,2.0,1.0,48.48,254,52392,498.0,业主诚心出售,"近地铁
西北
民水民电
精装修",228.6,47153
坪山,坪山中心区,龙光玖誉雅筑,3.0,2.0,96.0,270,28125,,龙光玖誉雅楼下就是坪山体育馆，近水库，业主诚心出售，看房方便,"东南
民水民电
精装修
有钥匙",243.0,25312
罗湖,黄贝岭,凤凰路58号大院,2.0,1.0,67.0,350,52238,669.0,业主急售，特降价12万，配套齐全，随时看房,"近地铁
南
民水民电
拎包入住",315.0,47014
南山,蛇口,半岛城邦花园一期,4.0,2.0,135.8,1850,136229,653.0,半岛城邦一期精装海景四房诚心出售,"近地铁
南
民水民电
电梯房",1665.0,122606
罗湖,百仕达,翠苑小区(罗湖),3.0,2.0,87.21,550,63066,556.0,业主有心卖，配套齐全，租金高，采光通透，谈价空间大,"近地铁
南
民水民电
精装修",495.0,56759
宝安,翻身,宝海花园,3.0,2.0,95.0,450,47368,925.0,宝安下一站翻身地铁口阳光温馨好房欢迎您！！！,"近地铁
新上
民水民电
带家电",405.0,42631
南山,蛇口,城市山林一期,3.0,2.0,105.62,990,93732,246.0,城市山林，价格好谈，急卖！,"近地铁
新上
东南
民水民电",891.0,84359
南山,蛇口,城市山林二期,3.0,2.0,132.73,1380,103970,246.0,城市山林二期，高楼层，价格可谈,"近地铁
新上
南
民水民电",1242.0,93573
南山,后海,海月花园（三期）,4.0,2.0,152.69,1850,121160,358.0,看上可议价 海月花园三期152平豪装大四房诚售送入户育才三中,"近地铁
新上
南
民水民电",1665.0,109044
罗湖,翠竹,湖景大厦,3.0,2.0,93.0,500,53763,216.0,深中3房，业主有心卖，配套齐全，租金高，谈价空间大，采光通透,"近地铁
北
民水民电
电梯房",450.0,48387
南山,前海,深业云海湾,3.0,2.0,106.0,1300,122641,,前海·桂湾·梦海大道与桂湾九街交汇处,"新上
西南
民水民电
电梯房",1170.0,110377
南山,蛇口,南海玫瑰园（一期）,2.0,2.0,80.0,760,95000,446.0,一线海景 红本商品房 装修保养好 看房预约,"近地铁
新上
南
民水民电",684.0,85500
罗湖,黄贝岭,朗钜御风庭,1.0,1.0,44.33,230,51883,150.0,降价30万出售，满五年，楼下地铁站,"近地铁
东
民水民电
精装修",207.0,46695
南山,蛇口,半山海景.兰溪谷二期,4.0,2.0,192.0,2150,111979,547.0,南北通透户型好，看海景业主急售,"近地铁
新上
南
民水民电",1935.0,100781
南山,后海,漾日湾畔,3.0,2.0,142.0,1560,109859,347.0,户型方正，通风采光好,"近地铁
新上
民水民电
电梯房",1404.0,98873
南山,南油,信和自由广场,2.0,2.0,71.08,480,67529,368.0,业主诚心出售，户型方正，新装修。,"近地铁
新上
西北
民水民电",432.0,60776
宝安,西乡,新安市场,1.0,1.0,35.7,138,38655,,一房一厅，业主诚心出售，价格可谈,"南
民水民电
电梯房
拎包入住",124.2,34790
盐田,沙头角,桐林花园,4.0,2.0,230.0,920,40000,754.0,急桐林半山豪宅  5房3卫4阳台  南北通透  户型少有税少,"近地铁
南北通
民水民电
电梯房",828.0,36000
南山,南山中心区,海印长城小区一期,2.0,2.0,87.0,750,86206,351.0,花园式小区，环境优美、安静，舒适,"近地铁
新上
民水民电
电梯房",675.0,77585
罗湖,水库,逸湖居,2.0,1.0,53.62,410,76464,360.0,业主有心卖，配套齐全，谈价空间大，采光通透，租金高,"近地铁
东
民水民电
电梯房",369.0,68818
宝安,新安,宝乐花园,4.0,2.0,136.2,550,40381,566.0,大阔绰四房少有放卖户型，新装修拎包即可以入住,"近地铁
东南
民水民电
拎包入住",495.0,36343
罗湖,水库,宁水花园,3.0,2.0,98.0,360,36734,871.0,豪华装修60W，黄金楼层无遮挡,"近地铁
南北通
民水民电
精装修",324.0,33061
福田,景田,天健天骄北庐,3.0,2.0,122.0,1400,114754,,香蜜湖次新三房二厅二卫123平新装修拎包入住,"新上
南
民水民电
电梯房",1260.0,103279
南山,蛇口,湾厦栖游记,1.0,1.0,43.51,298,68490,417.0,栖游记1房1厅 东角头地铁口 花园社区,"近地铁
新上
东
民水民电",268.2,61641
南山,后海,漾日湾畔,4.0,2.0,154.06,2000,129819,347.0,漾日湾畔。南山二外海德。地铁口。红本满五年,"近地铁
新上
南
民水民电",1800.0,116837
宝安,沙井,嘉富新禧花园,4.0,2.0,127.0,530,41732,,【次新大四房】嘉富新禧，业主急售，保养好住家舒适,"新上
南
民水民电
电梯房",477.0,37559
罗湖,洪湖,同乐大厦,4.0,1.0,127.5,430,33725,556.0,桂园的家，近期入手看这套，配套齐全，租金高，谈价空间大,"近地铁
新上
南北通
民水民电",387.0,30352
罗湖,翠竹,益田御龙天地华府一期,3.0,2.0,115.0,880,76521,,格局方正，业主诚心卖，12万平米商业综合体，,"东北
民水民电
电梯房
有钥匙",792.0,68869
罗湖,翠竹,益田御龙天地华府一期,3.0,2.0,96.0,650,67708,,景观好，格局方正，业主诚心出售，12万平米商业综合体,"西南
民水民电
电梯房
有钥匙",585.0,60937
罗湖,翠竹,海洋大厦,1.0,1.0,43.29,230,53130,129.0,近期入手看这套，业主有心卖，配套齐全，租金高，采光通透,"近地铁
北
民水民电
电梯房",207.0,47817
宝安,西乡,德弘基创客居,2.0,2.0,71.28,450,63131,666.0,业主诚心卖，毛坯房，住家舒适，看房随时，税少，大仟里旁边次新,"近地铁
新上
东
民水民电",405.0,56818
福田,莲花,莲花一村,2.0,2.0,75.05,568,75682,527.0,莲花一村，小区中间位置，安静宜居，中低楼层,"近地铁
新上
南北通
民水民电",511.2,68114
宝安,福永,怀德峰景,3.0,2.0,86.3,370,42873,335.0,怀德峰景三房两卫出售，看房方便，价格可谈,"近地铁
新上
南
民水民电",333.0,38586
罗湖,洪湖,合正锦湖逸园,2.0,1.0,78.0,600,76923,731.0,罗湖桂园，业主有心卖，车位充足，采光通透，谈价空间大,"近地铁
北
民水民电
电梯房",540.0,69231
罗湖,翠竹,深宝公司宿舍,2.0,2.0,81.0,630,77777,502.0,业主有心卖，配套齐全，采光通透，谈价空间大，租金高,"近地铁
南
民水民电",567.0,69999
龙岗,大运,嘉亿爵悦公馆,4.0,2.0,86.81,360,41469,812.0,"龙岗大运新城区,次新房，园林优美，实用率高","近地铁
新上
南
民水民电",324.0,37322
罗湖,笋岗,笋岗仓库综合楼,3.0,1.0,72.74,300,41242,430.0,笋岗仓库综合楼，精装修三房，看房预约,"近地铁
北
民水民电
精装修",270.0,37118
南山,前海,港湾丽都花园,3.0,2.0,119.01,833,69994,140.0,大新地铁口 花园社区朝南3+1房 可看大南山前海景观看房方便,"近地铁
新上
南
民水民电",749.7,62995
南山,蛇口,海上世界双玺花园二期,4.0,2.0,253.4,3980,157063,830.0,降价寄卖的，05户型，可以谈的，看房方便，豪华装修，无遮挡,"近地铁
新上
西北
民水民电",3582.0,141357
